ID,Title,Final Decision,Year,Evaluator1,Evaluator2,Evaluator3,E1=E2?,Judge reason,Acronym,Venue_name,Authors
A290,OPPerTune: Post-Deployment Configuration Tuning of Services Made Easy,Exclude,2024,Include,Exclude,Exclude,FALSE,"The paper explicitly studies post-deployment, operator-facing configuration tuning for running systems: it targets operators, runs on deployed/production applications on Microsoft Azure, and uses live workload rewards from running services to drive tuning.",NSDI,Symposium on Network System Design and Implementation,Gagan Somashekar; Karan Tandon; Anush Kini; Chieh-Chun Chang; Petr Husak; Ranjita Bhagwan; Mayukh Das; Anshul Gandhi; Nagarajan Natarajan
A291,MobileConfig: Remote Configuration Management for Mobile Apps at Hyperscale,Exclude,2024,Exclude,Exclude,,TRUE,"This paper is an operational study of a production remote-configuration system used since 2015 to manage configs for apps running on billions of devices; it explicitly addresses post-deployment/operator concerns such as detecting and diagnosing config divergence, preventing misconfigurations with multi-stage canaries, and rapidly fixing faults via emergency push on live mobile clients.",NSDI,Symposium on Network System Design and Implementation,Matt Guo; Soteris Demetriou; Joey Yang; Michael Leighton; Diedi Hu; Tong Bao; Amit Adhikari; Thawan Kooburat; Annie Kim; Chunqiang Tang
A292,A probabilistic modeling and evolutionary optimization approach for serverless workflow configuration,Exclude,2024,Exclude,Exclude,,TRUE,The paper focuses on performance and cost optimization (auto-tuning,SPE,Software Practice and Experience,Weiguo Wang; Quanwang Wu; Zhiyong Zhang; Jie Zeng; Xiang Zhang; Mingqiang Zhou
A293,Real-Time Diagnosis of Configuration Errors for Software of AI Server Infrastructure,Include,2024,Include,Include,,TRUE,"The paper explicitly targets post-deployment, real-time diagnosis of configuration errors in running AI server infrastructure (evaluated on Hadoop), mapping configuration read sites to log outputs and parsing live logs to identify problematic options; the intended actor is the operator/user diagnosing runtime misconfigurations. It operates on production artifacts (real-time logs and deployed configuration options) rather than design-time models.",TDSC,IEEE Transactions on Dependable and Secure Computing,Guangquan Xu; Xinru Ding; Sihan Xu; Yan Jia; Shaoying Liu; Shicheng Feng; Xi Zheng
A294,The Potential Harm of Email Delivery: Investigating the HTTPS Configurations of Webmail Services,Exclude,2024,Exclude,Exclude,,TRUE,"The paper performs active measurements of HTTPS-related configurations on live webmail servers and client browsers (21k webmail domains, 27M domains derived from 2.2B addresses, and 50 browser/OS combinations), explicitly studying deployed/running systems and operator/browser-vendor behavior rather than design-time modeling. It analyzes real operational artifacts (server TLS settings, HTTP headers, certificates, TLSA/DNSSEC, OCSP/CRL/Stapling, CT, SCSV) that affect post-deployment security.",TDSC,IEEE Transactions on Dependable and Secure Computing,Ruixuan Li; Zhenyong Zhang; Jun Shao; Rongxing Lu; Xiaoqi Jia; Guiyi Wei
A295,Toward a Truly Secure Telecom Network: Analyzing and Exploiting Vulnerable Security Configurations/ Implementations in Commercial LTE/IMS Networks,Exclude,2024,Exclude,Exclude,,TRUE,"The paper analyzes security configurations and implementation of AKA and data-protection procedures in commercial LTE/IMS networks and executes designed test cases and PoC attacks against operators' deployed networks and COTS devices, explicitly studying operator-side misconfigurations in running systems. It targets live telecom infrastructure and operator/manufacturer behavior rather than design-time models or build-time checks.",TDSC,IEEE Transactions on Dependable and Secure Computing,Chuan Yu; Shuhui Chen; Ziling Wei; Fei Wang
A296,Finding Near-optimal Configurations in Colossal Spaces with Statistical Guarantees,Exclude,2024,Exclude,Exclude,,TRUE,"The paper focuses on selecting and optimizing feature-model configurations for Software Product Lines by building and benchmarking products from feature models (design-time/product-selection and ML/optimization context). It addresses sampling, modeling, and search over colossal configuration spaces rather than operator-led diagnosis, localization, or repair of misconfigurations in running/operational systems.",TOSEM,ACM Transactions on Software Engineering and Methodology,Jeho Oh; Don Batory; Rubén Heradio
A297,What Constitutes the Deployment and Runtime Configuration System? An Empirical Study on OpenStack Projects,Exclude,2024,Exclude,Exclude,,TRUE,The paper focuses on the operational context of OpenStack deployment and runtime,TOSEM,ACM Transactions on Software Engineering and Methodology,Narjes Bessghaier; Mohammed Sayagh; Ali Ouni; Mohamed Wiem Mkaouer
A298,Paving a Path for a Combined Family of Feature Toggle and Configuration Option Research,Exclude,2024,Exclude,Exclude,,TRUE,"The paper develops and validates a conceptual model (MSCv2) for feature toggles and configuration options by analyzing repositories, publications, and the Chrome repo, but its core contribution is a taxonomy/terminology and modeling effort rather than studying post-deployment misconfiguration incident diagnosis, localization, or repair in running systems. Although it references runtime artifacts (feature toggle management systems, Chrome flags) and stakeholders (developers/ops), it does not propose or evaluate troubleshooting methods for operational misconfigurations.",TOSEM,ACM Transactions on Software Engineering and Methodology,Rezvan Mahdavi-Hezaveh; Sameeha Fatima; Laurie Williams
A299,MMO: Meta Multi-Objectivization for Software Configuration Tuning,Exclude,2024,Exclude,Exclude,,TRUE,The paper focuses on automated performance tuning (optimization) of configuration parameters to maximize,TSE,IEEE Transactions on Software Engineering,Pengzhou Chen; Tao Chen; Miqing Li
A300,Automating VPN Configuration in Computer Networks,Exclude,2024,Exclude,Exclude,,TRUE,The paper focuses on the automated generation (synthesis) of correct-by,TDSC,IEEE Transactions on Dependable and Secure Computing,Daniele Bringhenti; Riccardo Sisto; Fulvio Valenza
A301,Dynamic Configuration of Software Product Lines in ArchJava,Exclude,2004,Exclude,Exclude,,TRUE,"The paper focuses on implementing dynamic configuration mechanisms for Software Product Lines in the ArchJava language (design/implementation phase), rather than post-deployment troubleshooting or diagnosis of misconfigurations by operators in running systems.",SPLC,ACM International Systems and Software Product Line Conference,Sebastian Pavel; Jacques Noyé; Jean-Claude Royer
A302,Staged Configuration Using Feature Models,Exclude,2004,Exclude,Exclude,,TRUE,"The paper focuses on feature modeling and staged configuration for software product lines (design-time/derivation-time), rather than post-deployment troubleshooting of running systems.",SPLC,ACM International Systems and Software Product Line Conference,Krzysztof Czarnecki; Simon Helsen; Ulrich W. Eisenecker
A303,Optimizing the Selection of Representative Configurations in Verification of Evolving Product Lines of Distributed Embedded Systems,Exclude,2006,Exclude,Exclude,,TRUE,"This work selects representative configurations to verify the correctness of a product line before deployment. It focuses on preventing faults during development rather than diagnosing or repairing misconfigurations in running systems, and therefore falls outside the scope of misconfiguration troubleshooting.",SPLC,ACM International Systems and Software Product Line Conference,Kathrin Danielle Scheidemann
A304,Development and Configuration of Service-based Product Lines,Exclude,2007,Exclude,Exclude,,TRUE,"The paper focuses on design-time modeling and derivation of product variants in a software product line (feature selection, variability modeling), which is a pre-deployment activity, rather than post-deployment troubleshooting of running systems.",SPLC,ACM International Systems and Software Product Line Conference,Alexander Gruler; Alexander Harhurin; Judith Hartmann
A305,Automated Diagnosis of Product-Line Configuration Errors in Feature Models,Include,2008,Include,Include,,TRUE,The paper supports troubleshooting functional requirement mismatches caused by invalid or inconsistent configuration selections by diagnosing the conflicting options in a feature model and computing repair guidance. Its focus is on explaining which configuration choices violate intended requirements and how to revise them.,SPLC,ACM International Systems and Software Product Line Conference,Jules White; Douglas C. Schmidt; David Benavides; Pablo Trinidad; Antonio Ruiz Cortés
A306,Dealing with fine-grained configurations in model-driven SPLs,Exclude,2009,Exclude,Exclude,,TRUE,"The paper focuses on design-time configuration in Software Product Lines (SPLs) for product derivation (code generation), specifically using metamodels and feature models to bind variations before the system is built, rather than troubleshooting misconfigurations in running, deployed systems.",SPLC,ACM International Systems and Software Product Line Conference,Hugo Arboleda; Rubby Casallas; Jean-Claude Royer
A307,Automated reasoning for multi-step feature model configuration problems,Exclude,2009,Exclude,Exclude,,TRUE,"The paper focuses on design-time multi-step configuration and planning for software product lines performed by developers/manufacturers using feature models and constraint solvers. It addresses feature-model evolution and upgrade planning artifacts rather than diagnosing, localizing, or repairing misconfigurations in deployed/running systems by operators.",SPLC,ACM International Systems and Software Product Line Conference,Jules White; Brian Dougherty; Douglas C. Schmidt; David Benavides
A308,Issues in mapping change-based product line architectures to configuration management systems,Exclude,2009,Exclude,Exclude,,TRUE,"The paper focuses on design-time and development-stage concerns: mapping change-based product line architectures (PLA) to software configuration management and generating/maintaining code artifacts, with actors being architects and developers rather than operators in a running system. It addresses PLA-to-SCM synchronization, code skeleton generation, and product derivation, not post-deployment diagnosis or operator troubleshooting of live configurations.",SPLC,ACM International Systems and Software Product Line Conference,Nicolás López; Rubby Casallas; André van der Hoek
A309,Relating requirements and feature configurations: a systematic approach,Exclude,2009,Exclude,Exclude,,TRUE,"The paper focuses on design-time product-line feature configuration performed by developers using requirement/problem-world/specification feature models and tools, i.e., pre-deployment configuration of software variants rather than operator diagnosis or repair of misconfigurations in running systems.",SPLC,ACM International Systems and Software Product Line Conference,Thein Than Tun; Quentin Boucher; Andreas Classen; Arnaud Hubaux; Patrick Heymans
A310,Formal modelling of feature configuration workflows,Exclude,2009,Exclude,Exclude,,TRUE,"The paper explicitly addresses application-engineering (design-time) product derivation using feature diagrams and YAWL workflows, with actors such as System Engineer and Reseller performing staged configuration of feature modules. It models and formalizes pre-deployment feature selection and process scheduling (feature diagrams, FD collections, MLSC, YAWL), not diagnosis, localization, or repair of misconfigurations in running systems.",SPLC,ACM International Systems and Software Product Line Conference,Arnaud Hubaux; Andreas Classen; Patrick Heymans
A311,Consistent Product Line Configuration across File Type and Product Line Boundaries,Exclude,2010,Exclude,Exclude,,TRUE,"The paper addresses enforcing consistency at configuration time and product derivation (pre-deployment) by product line engineers, transforming multiple configuration file types into models to check constraints; it focuses on preventing faulty deployment rather than diagnosing or repairing runtime misconfigurations in deployed systems.",SPLC,ACM International Systems and Software Product Line Conference,Christoph Elsner; Peter Ulbrich; Daniel Lohmann; Wolfgang Schröder-Preikschat
A312,An Approach to Efficient Product Configuration in Software Product Lines,Exclude,2010,Exclude,Exclude,,TRUE,"The paper focuses on feature-model-based product configuration in software product line engineering during development, treating configuration as design-time feature selection by engineers using variability models rather than diagnosing misconfigurations in running systems or by operators. It centers on feature models and variation points (pre-deployment artifacts) and does not study post-deployment troubleshooting of live systems.",SPLC,ACM International Systems and Software Product Line Conference,Yuqing Lin; Huilin Ye; Jianmin Tang
A313,A Toolset for Feature-Based Configuration Workflows,Exclude,2011,Exclude,Exclude,,TRUE,"The paper studies feature-based configuration in software product lines performed by engineers during product derivation, focusing on feature diagrams and configurators (SPLOT) rather than failures in running systems. The actors are system/product-line engineers and the artifacts are feature models and configurator views, so the contribution is pre-deployment/process-aware configuration, not post-deployment operator troubleshooting of misconfigurations in deployed systems.",SPLC,ACM International Systems and Software Product Line Conference,Ebrahim Khalil Abbasi; Arnaud Hubaux; Patrick Heymans
A314,Configuration of Multi Product Lines by Bridging Heterogeneous Variability Modeling Approaches,Exclude,2011,Exclude,Exclude,,TRUE,"The paper addresses pre-deployment product configuration and variability model integration for vendors, suppliers, and end-users, focusing on composing feature/decision models and repositories rather than diagnosing or repairing misconfigurations in running systems. It operates on variability models (feature/decision/OVM) and web-service-based configuration interfaces, not on operational system config files or post-deployment incidents.",SPLC,ACM International Systems and Software Product Line Conference,Deepak Dhungana; Dominik Seichter; Goetz Botterweck; Rick Rabiser; Paul Grünbacher; David Benavides; José Angel Galindo
A315,SmartFixer: fixing software configurations based on dynamic priorities,Include,2013,Exclude,Include,Include,FALSE,"The paper supports troubleshooting functional requirement mismatches caused by conflicting or invalid configuration selections by automatically identifying violated constraints and proposing prioritized repair actions. Although evaluated in a configurator setting, the core contribution is configuration diagnosis and fix generation for erroneous settings.",SPLC,ACM International Systems and Software Product Line Conference,Bo Wang; Leonardo Teixeira Passos; Yingfei Xiong; Krzysztof Czarnecki; Haiyan Zhao; Wei Zhang
A316,Multistage configuration trees for managing product family trees,Exclude,2013,Exclude,Exclude,,TRUE,"The paper addresses design-time product line engineering artifacts (feature models, partial/fully bound profiles, product matrices) and targets engineers and product marketing roles using BigLever Gears, not operators diagnosing or repairing running systems; it discusses staged configuration and inheritance across product family trees rather than post-deployment troubleshooting.",SPLC,ACM International Systems and Software Product Line Conference,Charles W. Krueger
A317,What research in software product line engineering is not solving in configuration,Exclude,2014,Exclude,Exclude,,TRUE,"The paper is a keynote on software product line engineering and discusses configuration challenges in ALM/PLM/ERP integration and lifecycle/engineering contexts, focusing on design-time and product-engineering concerns rather than post-deployment diagnosis or operator troubleshooting of running systems and configuration files.",SPLC,ACM International Systems and Software Product Line Conference,Arnaud Hubaux
A318,Identifying inactive code in product lines with configuration-aware system dependence graphs,Exclude,2014,Exclude,Exclude,,TRUE,The paper targets developers/application engineers performing staged product derivation and static maintenance on source code and product-variant configuration artifacts using static analysis (SDGs and presence conditions); it analyzes design-time/maintenance variants rather than failures in running/operational systems or operator troubleshooting.,SPLC,ACM International Systems and Software Product Line Conference,Florian Angerer; Herbert Prähofer; Daniela Lettner; Andreas Grimmer; Paul Grünbacher
A319,Automated verification of feature model configuration processes based on workflow Petri nets,Exclude,2014,Exclude,Exclude,,TRUE,"The paper focuses on design-time staged configuration of feature models for software product lines and an a priori verification of staged configuration semantics, targeting product engineers/domain analysts and feature-model artifacts rather than operators or runtime configuration files in deployed systems. It repeatedly emphasizes pre-deployment analysis (``a priori derivation'') and constructing offline configuration engines, not post-deployment diagnosis or repair of running services.",SPLC,ACM International Systems and Software Product Line Conference,Stephan Mennicke; Malte Lochau; Julia Schroeter; Tim Winkelmann
A320,Handling complex configurations in software product lines: a tooled approach,Exclude,2014,Exclude,Exclude,,TRUE,"The paper addresses design-time product-line configuration and domain/feature model management rather than post-deployment operational troubleshooting; it focuses on SPL designers and end-users creating composite configurations from feature models and domain models (design/application engineering), not operators diagnosing runtime misconfigurations in running systems.",SPLC,ACM International Systems and Software Product Line Conference,Simon Urli; Mireille Blay-Fornarino; Philippe Collet
A321,Preference-based feature model configuration with multiple stakeholders,Exclude,2014,Exclude,Exclude,,TRUE,"The paper focuses on feature model configuration in Software Product Lines (selecting features to derive a product), which is a pre-deployment design-time activity rather than post-deployment troubleshooting of running systems.",SPLC,ACM International Systems and Software Product Line Conference,Jacob Stein; Ingrid Nunes; Elder Cirilo
A322,A cover-based approach for configuration repair,Exclude,2014,Exclude,Exclude,,TRUE,"The paper focuses on repairing invalid configurations of feature models in Software Product Lines (artifacts: feature models from the SPLOT repository) and targets stakeholders creating product configurations, which is a design-time/variability-model problem rather than operators diagnosing faults in deployed/running systems. It does not study post-deployment, runtime misconfiguration troubleshooting of operational system config files or operator workflows in production environments.",SPLC,ACM International Systems and Software Product Line Conference,Jorge Barreiros; Ana Moreira
A323,Choosy and picky: configuration of language product lines,Exclude,2015,Exclude,Exclude,,TRUE,"The paper addresses language developers composing language product lines from modular language components and feature models, focusing on design-time composition and tooling (AiDE/Neverlang) rather than operators diagnosing or fixing configurations in running systems; the actors are developers and the artifacts are language modules/feature models, not deployed system config files.",SPLC,ACM International Systems and Software Product Line Conference,Thomas Kühn; Walter Cazzola; Diego Mathias Olivares
A324,Smart factory product lines: a configuration perspective on smart production ecosystems,Exclude,2015,Exclude,Exclude,,TRUE,"The paper addresses configuration from a product line engineering and model-driven design-time perspective, focusing on feature/factory models, marketplaces and application/domain engineering rather than post-deployment diagnosis. Actors are product designers, component vendors and factory operators in engineering/planning roles and the artifacts are variability models and configurators, not runtime configs or operational troubleshooting of deployed systems.",SPLC,ACM International Systems and Software Product Line Conference,Deepak Dhungana; Andreas A. Falkner; Alois Haselböck; Herwig Schreiner
A325,Using multiple feature models to specify configuration options for electrical transformers: an experience report,Exclude,2015,Exclude,Exclude,,TRUE,"The paper addresses pre-deployment product specification and configuration for electrical transformers, involving Technical Sales, bid engineers and domain experts creating and merging feature models (design-time artifacts), not runtime operators diagnosing live misconfigurations. It focuses on feature-modeling, standards and bid/design processes rather than post-deployment troubleshooting of running systems.",SPLC,ACM International Systems and Software Product Line Conference,Jaime Chavarriaga; Carlos Rangel; Carlos Noguera; Rubby Casallas; Viviane Jonckers
A326,Automated testing of software-as-a-service configurations using a variability language,Exclude,2015,Exclude,Exclude,,TRUE,"The paper addresses model-driven automated test generation for multiple SaaS customer configurations and validates the approach on OrangeHRM; it is focused on test-case variability and generating Selenium scripts for testing (pre-deployment/regression testing) rather than on diagnosing, localizing, or repairing misconfigurations in running/production systems by operators.",SPLC,ACM International Systems and Software Product Line Conference,Sachin Patel; Vipul Shah
A327,IVML: a DSL for configuration in variability-rich software ecosystems,Exclude,2015,Exclude,Exclude,,TRUE,"The paper describes IVML as a variability modeling and configuration DSL and toolset for product-line engineers and developers, focusing on design-time/modeling concerns (projects, typed features, composition, freezing/instantiation) rather than operator tasks on running systems; there is no evidence it studies diagnosing or repairing misconfigurations in deployed/operational systems by administrators.",SPLC,ACM International Systems and Software Product Line Conference,Holger Eichelberger; Klaus Schmid
A328,Exploiting the enumeration of all feature model configurations: a new perspective with distributed computing,Exclude,2016,Exclude,Exclude,,TRUE,"The paper addresses enumeration and off-line compilation of feature-model configurations in software product lines, a pre-deployment/design-time activity using feature models and Hadoop rather than troubleshooting running/deployed systems by operators. The actors and artifacts are configurators and variability models (feature lists, SAT encodings) in an offline/batch setting, not runtime operators diagnosing misconfigurations in production.",SPLC,ACM International Systems and Software Product Line Conference,José Angel Galindo; Mathieu Acher; Juan Manuel Tirado; Cristian Vidal; Benoit Baudry; David Benavides
A329,Systematic quality trade-off support in the software product-line configuration process,Exclude,2016,Exclude,Exclude,,TRUE,"The paper focuses on up-front software product-line configuration and variant generation/analysis for engineers and architects (pre-deployment), not on diagnosing or repairing misconfigurations in running systems; it repeatedly describes Feature Models, Variant Generation/Analysis/Selection, and batch generation of architectural models for offline quality assessment.",SPLC,ACM International Systems and Software Product Line Conference,Laurens Sion; Dimitri Van Landuyt; Wouter Joosen; Gjalt de Jong
A330,Supporting product configuration in application engineering using EXConfig,Exclude,2016,Exclude,Exclude,,TRUE,"The paper targets design-time/application-engineering configuration of product-line feature models using an Excel-based tool for business sales and application engineers, explicitly integrating with Enterprise Architect and exporting CSVs; it addresses pre-deployment staged configuration and validation rather than troubleshooting misconfigurations in running/deployed systems.",SPLC,ACM International Systems and Software Product Line Conference,Bo Zhang; Martin Becker
A331,An Empirical Study of Configuration Mismatches in Linux,Exclude,2017,Exclude,Exclude,,TRUE,"The paper studies divergences between the variability model (Kconfig) and implementation artifacts (Kbuild and C preprocessor usage) in the Linux build/product-derivation process, using static feature-effect extraction and manual analysis. This is a developer/product-line engineering, build-time study of variability/model consistency and not an operator-focused, post-deployment troubleshooting study of running systems or runtime misconfigurations.",SPLC,ACM International Systems and Software Product Line Conference,Sascha El-Sharkawy; Adam Krafczyk; Klaus Schmid
A332,Green Configurations of Functional Quality Attributes,Exclude,2017,Exclude,Exclude,,TRUE,"The paper addresses selection and configuration of functional quality attributes by software architects using Software Product Line variability models and experimental energy measurements, i.e., a design/architecture-time activity; it explicitly targets architects and framework selection before deployment rather than operators troubleshooting running systems or fixing misconfigurations in production.",SPLC,ACM International Systems and Software Product Line Conference,José Miguel Horcas; Mónica Pinto; Lidia Fuentes
A333,Automated search for configurations of convolutional neural network architectures,Exclude,2019,Exclude,Exclude,,TRUE,"The paper addresses design-time automated configuration and neural architecture search for CNNs (feature-modeling, AutoML, and generation into TensorFlow/Keras) aimed at engineers building models, not operators diagnosing running systems. It focuses on selecting and evaluating architectures before/at deployment rather than post-deployment troubleshooting of misconfigurations in operational systems.",SPLC,ACM International Systems and Software Product Line Conference,Salah Ghamizi; Maxime Cordy; Mike Papadakis; Yves Le Traon
A334,Enabling automated requirements reuse and configuration,Exclude,2019,Exclude,Exclude,,TRUE,"The paper addresses automated structuring and configuration of product-line requirements in the requirements/design (pre-deployment) phase for requirements/product-line engineers, using domain models (SimPL/CBFM) and ReqIF; it explicitly aims to generate configuration artifacts for downstream architecture/design tools rather than diagnosing or repairing running systems. The actors and artifacts are requirements engineers and requirements/domain models, not operators of deployed systems or runtime config files.",SPLC,ACM International Systems and Software Product Line Conference,Yan Li; Tao Yue; Shaukat Ali; Li Zhang
A335,Process mining to unleash variability management: discovering configuration workflows using logs,Exclude,2019,Exclude,Exclude,,TRUE,"The paper focuses on variability management and configurator design from feature models and historical configuration logs (configuration traces), targeting domain engineers building configurators rather than operators troubleshooting running systems. It studies workflow discovery from configurator logs and feature-models, not post-deployment diagnosis or repair of misconfigurations in production artifacts or services.",SPLC,ACM International Systems and Software Product Line Conference,Ángel Jesús Varela-Vaca; José Angel Galindo; Belén Ramos-Gutiérrez; María Teresa Gómez-López; David Benavides
A336,Towards quality assurance of software product lines with adversarial configurations,Exclude,2019,Exclude,Exclude,,TRUE,"The paper examines adversarially generated configurations within a Software Product Line (SPL) during product derivation and ML-based QA of an industrial video generator (MOTIV); it focuses on improving variability models and testing oracles in the development/derivation stage rather than on post-deployment troubleshooting of running systems by operators. The actors and artifacts are SPL engineers, variability models, and derived video products, not operators diagnosing live system misconfigurations.",SPLC,ACM International Systems and Software Product Line Conference,Paul Temple; Mathieu Acher; Gilles Perrouin; Battista Biggio; Jean-Marc Jézéquel; Fabio Roli
A337,Uniform random sampling product configurations of feature models that have numerical features,Exclude,2019,Exclude,Exclude,,TRUE,"This work samples valid configurations in a feature model to enable statistical reasoning and optimization. It does not address configuration failures or their diagnosis and repair, and therefore falls outside the scope of misconfiguration troubleshooting.",SPLC,ACM International Systems and Software Product Line Conference,Daniel-Jesus Munoz; Jeho Oh; Mónica Pinto; Lidia Fuentes; Don S. Batory
A338,HADAS: analysing quality attributes of software configurations,Exclude,2019,Exclude,Exclude,,TRUE,"The paper focuses on design-time Software Product Line variability modelling and developer-facing decision support (NVMs, solvers, a cloud NFQA repository, IDE plugins and web views) rather than diagnosing or repairing misconfigurations in deployed/running systems. It targets developers selecting optimal product variants using measured NFQAs, not post-deployment operator troubleshooting of live systems.",SPLC,ACM International Systems and Software Product Line Conference,Daniel-Jesus Munoz; Mónica Pinto; Lidia Fuentes
A339,Enabling efficient automated configuration generation and management,Exclude,2019,Exclude,Exclude,,TRUE,"The paper focuses on automated configuration generation and management for software product lines using feature models and SAT solvers, targeting developers and end-users during configuration, testing, and product-generation phases rather than operators of running systems; it treats artifacts like feature models, modal implication graphs, and sampling algorithms (design/build-time), not post-deployment runtime troubleshooting or operational configs.",SPLC,ACM International Systems and Software Product Line Conference,Sebastian Krieter
A340,"Test them all, is it worth it?: assessing configuration sampling on the JHipster web development stack (Conference)",Exclude,2020,Exclude,Include,Exclude,FALSE,This work detects failures caused by feature interactions through exhaustive configuration testing during development. It does not diagnose or repair configuration errors in deployed systems and therefore falls outside the scope of misconfiguration troubleshooting.,SPLC,ACM International Systems and Software Product Line Conference,Axel Halin; Alexandre Nuttinck; Mathieu Acher; Xavier Devroey; Gilles Perrouin; Benoit Baudry
A341,Real-time-aware reconfiguration decisions for dynamic software product lines,Exclude,2020,Exclude,Exclude,,TRUE,"The paper focuses on design-time/specification and formal analysis of Dynamic Software Product Line (DSPL) reconfiguration constraints: developers write feature models and RRCL constraints which are translated to timed automata and checked with Uppaal. It is about ensuring real-time reconfiguration consistency in models rather than operator-led, post-deployment diagnosis or repair of misconfigurations on running systems or config files in production.",SPLC,ACM International Systems and Software Product Line Conference,Hendrik Göttmann; Lars Luthmann; Malte Lochau; Andy Schürr
A342,Policy-driven middleware for multi-tenant saas services configuration,Exclude,2020,Exclude,Exclude,,TRUE,"The paper focuses on SPLE-based policy generation and a Configurator metamodel to adapt multi-tenant SaaS instances, emphasizing domain engineering, model-to-model transformations, and design-time variability management; while it mentions runtime adaptation via annotations, it does not investigate post-deployment troubleshooting, operator diagnosis, or repair of misconfigurations in running systems. The actors and artifacts studied are SLA models and generated policies/configurators rather than operators diagnosing production incidents on real deployed systems.",SPLC,ACM International Systems and Software Product Line Conference,Khadija Aouzal; Hatim Hafiddi; Mohamed Dahchour
A343,Requirements-driven configuration of emergency response missions with small aerial vehicles,Exclude,2020,Exclude,Exclude,,TRUE,"The paper explicitly focuses on pre-launch, requirements-driven product-line configuration for multi-UAV emergency missions (feature models, activity diagrams, and a configurator that emits mission JSON) used by emergency responders before deployment; it emphasizes design-time / configuration-time artifacts and workflows rather than diagnosing, localizing, or repairing misconfigurations in running/production systems.",SPLC,ACM International Systems and Software Product Line Conference,Jane Cleland-Huang; Ankit Agrawal; Md Nafee Al Islam; Eric Tsai; Maxime Van Speybroeck; Michael Vierhauser
A344,GuyDance: Guiding Configuration Updates for Product-Line Evolution,Exclude,2020,Exclude,Exclude,,TRUE,"The paper explicitly targets application engineers updating configurations ""used in the field"" after product-line evolution and frames the actors as domain engineers (who evolve product lines) and application engineers (operators) who must update deployed configuration artifacts; it focuses on post-deployment configuration update and preserving product behavior of generated products.",SPLC,ACM International Systems and Software Product Line Conference,Michael Nieke; Gabriela Cunha Sampaio; Thomas Thüm; Christoph Seidl; Leopoldo Teixeira; Ina Schaefer
A345,Evaluating recommender systems in feature model configuration,Exclude,2021,Exclude,Exclude,,TRUE,"The paper focuses on feature model development and configurator usage (feature model analysis, configuration, and reconfiguration) and explicitly targets evaluation of recommenders for feature models and configurators, i.e., a design-time/variability-modelling context with developers/users, not operators troubleshooting runtime configurations in deployed systems. It centers on artifacts like feature models and constraint-based configuration tasks rather than post-deployment config files or operational incidents in running systems.",SPLC,ACM International Systems and Software Product Line Conference,Mathias Uta; Alexander Felfernig; Viet Man Le; Andrei Popescu; Thi Ngoc Trang Tran; Denis Helic
A346,Optimisation for the product configuration system of Renault: towards an integration of symmetries,Exclude,2021,Exclude,Exclude,,TRUE,"The paper focuses on offline knowledge compilation and product-line variability modeling for Renault's configurator (cluster trees, CSP/SAT instances) and on compressing the compiled configuration space using symmetry detection; it targets compilation/memory optimization rather than post-deployment operator troubleshooting of running systems. The actors and artifacts discussed are configurator engineers and the compiled configuration space for online customer selection, not operators diagnosing misconfigurations in deployed services.",SPLC,ACM International Systems and Software Product Line Conference,Hao Xu; Souheib Baarir; Tewfik Ziadi; Lom-Messan Hillah; Siham Essodaigui; Yves Bossu
A347,Accuracy- and consistency-aware recommendation of configurations.,Exclude,2022,Exclude,Exclude,,TRUE,"The paper investigates integrating recommender systems into constraint-based configurators and feature models during interactive product configuration sessions (users selecting features) and operates on configuration knowledge bases and solver heuristics rather than on deployed/running systems or operator incident diagnosis. It targets configurator users and product-line artifacts, not post-deployment operators or runtime service misconfiguration.",SPLC,ACM International Systems and Software Product Line Conference,Mathias Uta; Alexander Felfernig; Denis Helic; Viet-Man Le
A348,Feature subset selection for learning huge configuration spaces: the case of linux kernel size,Exclude,2022,Exclude,Exclude,,TRUE,"The paper focuses on building and measuring Linux kernel binaries from .config files and using machine learning to predict binary size at compile-time (pre-deployment), aimed at developers/users who tune configurations rather than operators diagnosing running systems. It studies feature selection and prediction on a dataset of measured builds, not post-deployment misconfiguration detection or runtime troubleshooting in production systems.",SPLC,ACM International Systems and Software Product Line Conference,Mathieu Acher; Hugo Martin; Luc Lesoil; Arnaud Blouin; Jean-Marc Jézéquel; Djamel Eddine Khelladi; Olivier Barais; Juliana Alves Pereira
A349,We're not gonna break it!: consistency-preserving operators for efficient product line configuration,Exclude,2022,Exclude,Exclude,,TRUE,"The paper studies automated optimal configuration of software product lines using feature models and search-based techniques, generating consistency-preserving operators and VB-rule encodings for use during genetic search; this is a design-time/product-derivation optimization of feature-model configurations (feature artifacts and offline operator generation), not post-deployment troubleshooting by operators on running systems.",SPLC,ACM International Systems and Software Product Line Conference,José Miguel Horcas; Daniel Strüber; Alexandru Burdusel; Jabier Martinez; Steffen Zschaler
A350,24th International Workshop on Configuration (CONFWS'22).,Exclude,2022,Exclude,Exclude,,TRUE,"The text describes a workshop focused on design-time configuration research (knowledge-representation formalisms, feature models, configurators, and reasoning methods) aimed at developing and maintaining configuration models rather than diagnosing or repairing misconfigurations in deployed/running systems by operators. It targets researchers, configurator vendors, and product-line engineers, not post-deployment operators troubleshooting live services.",SPLC,ACM International Systems and Software Product Line Conference,Cipriano Forza; José A. Galindo; Martin Stettinger; Élise Vareilles
